0 0.000000000e+00 1
1 3.571428571e-11 1
2 7.142857143e-11 1
3 1.071428571e-10 1
4 1.428571429e-10 1
5 1.785714286e-10 1
6 2.142857143e-10 1
7 2.500000000e-10 0
8 2.857142857e-10 0
9 3.214285714e-10 0
10 3.571428571e-10 0
11 3.928571429e-10 0
12 4.285714286e-10 0
13 4.642857143e-10 1
14 5.000000000e-10 0
15 5.357142857e-10 0
16 5.714285714e-10 0
17 6.071428571e-10 0
18 6.428571429e-10 0
19 6.785714286e-10 1
20 7.142857143e-10 1
21 7.500000000e-10 0
22 7.857142857e-10 0
23 8.214285714e-10 0
24 8.571428571e-10 0
25 8.928571429e-10 1
26 9.285714286e-10 0
27 9.642857143e-10 1
28 1.000000000e-09 0
29 1.035714286e-09 0
30 1.071428571e-09 0
31 1.107142857e-09 1
32 1.142857143e-09 1
33 1.178571429e-09 1
34 1.214285714e-09 1
35 1.250000000e-09 0
36 1.285714286e-09 0
37 1.321428571e-09 1
38 1.357142857e-09 0
39 1.392857143e-09 0
40 1.428571429e-09 0
41 1.464285714e-09 1
42 1.500000000e-09 0
43 1.535714286e-09 1
44 1.571428571e-09 1
45 1.607142857e-09 0
46 1.642857143e-09 0
47 1.678571429e-09 1
48 1.714285714e-09 1
49 1.750000000e-09 1
50 1.785714286e-09 0
51 1.821428571e-09 1
52 1.857142857e-09 0
53 1.892857143e-09 1
54 1.928571429e-09 0
55 1.964285714e-09 0
56 2.000000000e-09 1
57 2.035714286e-09 1
58 2.071428571e-09 1
59 2.107142857e-09 1
60 2.142857143e-09 1
61 2.178571429e-09 0
62 2.214285714e-09 1
63 2.250000000e-09 0
64 2.285714286e-09 0
65 2.321428571e-09 0
66 2.357142857e-09 0
67 2.392857143e-09 1
68 2.428571429e-09 1
69 2.464285714e-09 1
70 2.500000000e-09 0
71 2.535714286e-09 0
72 2.571428571e-09 0
73 2.607142857e-09 1
74 2.642857143e-09 0
75 2.678571429e-09 0
76 2.714285714e-09 1
77 2.750000000e-09 0
78 2.785714286e-09 0
79 2.821428571e-09 1
80 2.857142857e-09 1
81 2.892857143e-09 0
82 2.928571429e-09 1
83 2.964285714e-09 1
84 3.000000000e-09 0
85 3.035714286e-09 1
86 3.071428571e-09 0
87 3.107142857e-09 1
88 3.142857143e-09 1
89 3.178571429e-09 0
90 3.214285714e-09 1
91 3.250000000e-09 1
92 3.285714286e-09 1
93 3.321428571e-09 1
94 3.357142857e-09 0
95 3.392857143e-09 1
96 3.428571429e-09 1
97 3.464285714e-09 0
98 3.500000000e-09 0
99 3.535714286e-09 0
100 3.571428571e-09 1
101 3.607142857e-09 1
102 3.642857143e-09 0
103 3.678571429e-09 1
104 3.714285714e-09 0
105 3.750000000e-09 0
106 3.785714286e-09 1
107 3.821428571e-09 0
108 3.857142857e-09 1
109 3.892857143e-09 1
110 3.928571429e-09 1
111 3.964285714e-09 0
112 4.000000000e-09 1
113 4.035714286e-09 1
114 4.071428571e-09 1
115 4.107142857e-09 0
116 4.142857143e-09 0
117 4.178571429e-09 1
118 4.214285714e-09 1
119 4.250000000e-09 0
120 4.285714286e-09 0
121 4.321428571e-09 1
122 4.357142857e-09 0
123 4.392857143e-09 1
124 4.428571429e-09 0
125 4.464285714e-09 1
126 4.500000000e-09 0
127 4.535714286e-09 1
128 4.571428571e-09 1
129 4.607142857e-09 1
130 4.642857143e-09 1
131 4.678571429e-09 1
132 4.714285714e-09 1
133 4.750000000e-09 1
134 4.785714286e-09 0
135 4.821428571e-09 0
136 4.857142857e-09 0
137 4.892857143e-09 0
138 4.928571429e-09 0
139 4.964285714e-09 0
140 5.000000000e-09 1
141 5.035714286e-09 0
142 5.071428571e-09 0
143 5.107142857e-09 0
144 5.142857143e-09 0
145 5.178571429e-09 0
146 5.214285714e-09 1
147 5.250000000e-09 1
148 5.285714286e-09 0
149 5.321428571e-09 0
150 5.357142857e-09 0
151 5.392857143e-09 0
152 5.428571429e-09 1
153 5.464285714e-09 0
154 5.500000000e-09 1
155 5.535714286e-09 0
156 5.571428571e-09 0
157 5.607142857e-09 0
158 5.642857143e-09 1
159 5.678571429e-09 1
160 5.714285714e-09 1
161 5.750000000e-09 1
162 5.785714286e-09 0
163 5.821428571e-09 0
164 5.857142857e-09 1
165 5.892857143e-09 0
166 5.928571429e-09 0
167 5.964285714e-09 0
168 6.000000000e-09 1
169 6.035714286e-09 0
170 6.071428571e-09 1
171 6.107142857e-09 1
172 6.142857143e-09 0
173 6.178571429e-09 0
174 6.214285714e-09 1
175 6.250000000e-09 1
176 6.285714286e-09 1
177 6.321428571e-09 0
178 6.357142857e-09 1
179 6.392857143e-09 0
180 6.428571429e-09 1
181 6.464285714e-09 0
182 6.500000000e-09 0
183 6.535714286e-09 1
184 6.571428571e-09 1
185 6.607142857e-09 1
186 6.642857143e-09 1
187 6.678571429e-09 1
188 6.714285714e-09 0
189 6.750000000e-09 1
190 6.785714286e-09 0
191 6.821428571e-09 0
192 6.857142857e-09 0
193 6.892857143e-09 0
194 6.928571429e-09 1
195 6.964285714e-09 1
196 7.000000000e-09 1
197 7.035714286e-09 0
198 7.071428571e-09 0
199 7.107142857e-09 0
200 7.142857143e-09 1
201 7.178571429e-09 0
202 7.214285714e-09 0
203 7.250000000e-09 1
204 7.285714286e-09 0
205 7.321428571e-09 0
206 7.357142857e-09 1
207 7.392857143e-09 1
208 7.428571429e-09 0
209 7.464285714e-09 1
210 7.500000000e-09 1
211 7.535714286e-09 0
212 7.571428571e-09 1
213 7.607142857e-09 0
214 7.642857143e-09 1
215 7.678571429e-09 1
216 7.714285714e-09 0
217 7.750000000e-09 1
218 7.785714286e-09 1
219 7.821428571e-09 1
220 7.857142857e-09 1
221 7.892857143e-09 0
222 7.928571429e-09 1
223 7.964285714e-09 1
224 8.000000000e-09 0
225 8.035714286e-09 0
226 8.071428571e-09 0
227 8.107142857e-09 1
228 8.142857143e-09 1
229 8.178571429e-09 0
230 8.214285714e-09 1
231 8.250000000e-09 0
232 8.285714286e-09 0
233 8.321428571e-09 1
234 8.357142857e-09 0
235 8.392857143e-09 1
236 8.428571429e-09 1
237 8.464285714e-09 1
238 8.500000000e-09 0
239 8.535714286e-09 1
240 8.571428571e-09 1
241 8.607142857e-09 1
242 8.642857143e-09 0
243 8.678571429e-09 0
244 8.714285714e-09 1
245 8.750000000e-09 1
246 8.785714286e-09 0
247 8.821428571e-09 0
248 8.857142857e-09 1
249 8.892857143e-09 0
250 8.928571429e-09 1
251 8.964285714e-09 0
252 9.000000000e-09 1
253 9.035714286e-09 0
